Posição Atual do Ativo,Código da Operação,Preço de Abertura,Maxima Alta,Minima Baixa,Preço de Fechamento,Última Média Rápida,Última Média Lenta,Última Volatilidade,Média da Volatilidade,Diferença Atual,Último RSI,Média Recente dos Gradientes Rápidos,Média Necessária para Tendência de Alta,Gradiente Rápido Máximo para Sair da Tendência,Gradiente Rápido,Direção do Gradiente Rápido,Gradiente Lento,Direção do Gradiente Lento,Porcentagem de Crescimento do Gradiente Rápido,Porcentagem de Decremento do Gradiente Rápido,MACD,Linha de Sinal,Histograma do MACD,Taxa de Crescimento do Histograma do MACD,Sinal de Compra,Sinal de Venda,Indicador Vortex +VI,Indicador Vortex -VI,Taxa de Crescimento do +VI
Vendido,SOLUSDT,217.04,217.18,215.67,217.03,216.361,212.412,4.064,5.884,3.949,65.545,-0.442,0.432,0.029,0.176,Subindo,0.24,Subindo,61.842,0.0,0.61367,1.104,-0.49033,-0.35,False,False,,,
Vendido,SOLUSDT,217.48,217.66,217.18,217.43,216.563,212.626,4.112,5.9,3.937,69.935,-0.32,0.433,0.096,0.164,Descendo,0.207,Descendo,0.0,6.504,0.85165,1.06555,-0.21391,-0.524,False,False,,,
Vendido,SOLUSDT,217.76,217.89,217.18,217.76,216.61,212.634,4.123,5.9,3.976,73.492,-0.306,0.433,0.084,0.211,Subindo,0.215,Subindo,28.696,0.0,0.83915,1.06328,-0.22414,-0.501,False,False,,,
Vendido,SOLUSDT,217.64,217.89,217.18,217.64,216.593,212.631,4.119,5.9,3.962,72.3,-0.31,0.433,0.131,0.194,Descendo,0.212,Descendo,0.0,8.108,0.83706,1.0629,-0.22584,-0.497,False,False,,,
Vendido,SOLUSDT,217.22,217.89,217.18,217.23,216.534,212.62,4.106,5.899,3.914,66.402,-0.334,0.433,0.114,0.136,Descendo,0.201,Descendo,0.0,30.147,0.71831,1.04131,-0.323,-0.281,False,False,,,
Vendido,SOLUSDT,217.51,217.89,216.97,217.54,216.579,212.628,4.116,5.9,3.95,71.222,-0.321,0.433,0.056,0.18,Subindo,0.209,Subindo,32.632,0.0,0.79331,1.05495,-0.26164,-0.418,False,False,,,
Vendido,SOLUSDT,217.58,217.89,216.97,217.53,216.577,212.628,4.115,5.9,3.949,71.109,-0.311,0.433,0.1,0.179,Descendo,0.209,Descendo,0.0,0.794,0.80998,1.05798,-0.248,-0.448,False,False,,,
Vendido,SOLUSDT,217.71,217.89,216.97,217.76,216.61,212.634,4.123,5.9,3.976,73.492,-0.308,0.433,0.099,0.211,Subindo,0.215,Subindo,18.4,0.0,0.82873,1.06139,-0.23266,-0.482,False,False,,,
Vendido,SOLUSDT,218.68,218.85,216.97,218.65,216.737,212.656,4.153,5.901,4.081,79.904,-0.262,0.433,0.131,0.339,Subindo,0.237,Subindo,60.135,0.0,1.05165,1.10192,-0.05027,-0.888,False,False,,,
Vendido,SOLUSDT,219.03,219.24,216.97,219.03,216.791,212.665,4.168,5.901,4.126,81.785,-0.246,0.433,0.259,0.393,Subindo,0.246,Subindo,16.034,0.0,1.10165,1.11101,-0.00936,-0.979,False,False,,,
Vendido,SOLUSDT,218.23,219.5,216.97,218.23,216.677,212.646,4.138,5.9,4.032,77.314,-0.281,0.433,0.313,0.279,Descendo,0.226,Descendo,0.0,29.091,0.9454,1.0826,-0.1372,-0.695,False,False,1.125,0.86846,4.735
Vendido,SOLUSDT,218.35,219.5,216.97,218.33,216.691,212.648,4.142,5.9,4.043,77.99,-0.271,0.433,0.199,0.293,Subindo,0.229,Subindo,5.128,0.0,0.99331,1.09131,-0.098,-0.782,False,False,1.125,0.86846,4.735
Vendido,SOLUSDT,218.71,218.79,217.69,218.67,216.939,212.942,4.148,5.909,3.997,80.666,-0.181,0.433,0.213,0.234,Descendo,0.291,Subindo,0.0,20.0,1.18684,1.10837,0.07847,-1.787,True,False,1.1102,0.81003,-1.316
Vendido,SOLUSDT,218.47,218.86,217.69,218.48,216.911,212.937,4.142,5.909,3.975,79.109,-0.192,0.433,0.154,0.207,Descendo,0.286,Descendo,0.0,11.585,1.141,1.10004,0.04097,-1.411,True,False,1.11595,0.81003,-0.804
Vendido,SOLUSDT,218.69,218.93,217.63,218.76,216.951,212.944,4.152,5.909,4.008,81.325,-0.188,0.433,0.127,0.247,Subindo,0.293,Subindo,19.31,0.0,1.17017,1.10534,0.06483,-1.65,True,False,1.12171,0.81497,-0.292
Vendido,SOLUSDT,218.72,218.93,217.63,218.72,216.946,212.943,4.15,5.909,4.003,81.038,-0.186,0.433,0.167,0.241,Descendo,0.292,Descendo,0.0,2.312,1.18059,1.10723,0.07335,-1.736,True,False,1.12171,0.81497,-0.292
Vendido,SOLUSDT,218.91,219.21,218.62,218.93,217.354,213.288,4.05,5.911,4.067,83.316,-0.118,0.434,0.161,0.42,Subindo,0.347,Subindo,73.964,0.0,1.31608,1.14613,0.16994,1.166,False,False,1.11853,0.73486,-0.284
Vendido,SOLUSDT,219.23,219.36,218.62,219.22,217.396,213.295,4.06,5.912,4.101,85.457,-0.1,0.434,0.34,0.461,Subindo,0.354,Subindo,9.864,0.0,1.37858,1.1575,0.22108,1.817,False,False,1.13169,0.73486,0.89
Vendido,SOLUSDT,218.08,218.5,218.07,218.08,217.409,213.55,3.973,5.905,3.859,56.302,-0.202,0.435,0.381,0.13,Descendo,0.275,Descendo,0.0,71.827,1.10164,1.121,-0.01936,-1.254,False,True,1.11049,0.73723,-1.95
Vendido,SOLUSDT,219.05,219.12,218.04,219.04,217.546,213.574,4.004,5.906,3.972,80.254,-0.149,0.435,0.05,0.267,Subindo,0.299,Subindo,105.495,0.0,1.32873,1.16229,0.16644,1.185,False,False,1.17642,0.73723,3.871
Vendido,SOLUSDT,218.97,219.97,218.04,218.97,217.536,213.572,4.001,5.906,3.964,79.507,-0.162,0.435,0.187,0.257,Descendo,0.297,Descendo,0.0,3.743,1.25998,1.14979,0.11019,0.446,False,False,1.24698,0.73723,10.102
Vendido,SOLUSDT,218.75,219.97,218.04,218.75,217.504,213.566,3.994,5.905,3.938,76.741,-0.167,0.435,0.177,0.226,Descendo,0.292,Descendo,0.0,12.222,1.23081,1.14448,0.08633,0.133,False,False,1.24698,0.73723,10.102
Vendido,SOLUSDT,218.29,219.97,218.04,218.32,217.443,213.556,3.98,5.905,3.887,66.239,-0.191,0.435,0.146,0.164,Descendo,0.281,Descendo,0.0,27.215,1.12456,1.12517,-0.00061,-1.008,False,True,1.24698,0.73723,10.102
Vendido,SOLUSDT,218.2,219.97,218.04,218.2,217.426,213.552,3.976,5.905,3.873,60.867,-0.194,0.435,0.084,0.147,Descendo,0.278,Descendo,0.0,10.435,1.01486,1.10418,-0.08932,14.618,False,False,1.13585,0.71887,-8.912
Vendido,SOLUSDT,218.2,218.39,218.04,218.22,217.843,213.801,3.949,5.892,4.042,61.645,-0.131,0.435,0.067,0.417,Subindo,0.248,Descendo,183.495,0.0,1.02528,1.10607,-0.0808,13.128,False,False,1.15377,0.73019,-7.475
Vendido,SOLUSDT,218.11,218.39,217.89,218.1,217.826,213.798,3.946,5.892,4.028,55.265,-0.135,0.435,0.337,0.4,Descendo,0.245,Descendo,0.0,4.11,1.00861,1.10304,-0.09444,15.512,False,False,1.15377,0.74434,-7.475
Vendido,SOLUSDT,218.69,218.66,217.89,218.66,217.906,213.812,3.962,5.892,4.094,73.312,-0.108,0.435,0.32,0.48,Subindo,0.259,Subindo,20.0,0.0,1.13778,1.12653,0.01125,-2.966,True,False,1.18868,0.74434,-4.676
Vendido,SOLUSDT,218.75,218.76,217.89,218.74,217.917,213.814,3.965,5.892,4.103,74.71,-0.108,0.435,0.4,0.491,Subindo,0.261,Subindo,2.381,0.0,1.10861,1.12123,-0.01262,1.206,False,False,1.18868,0.74434,-4.676
Vendido,SOLUSDT,218.35,218.76,217.89,218.33,217.859,213.804,3.952,5.892,4.055,65.424,-0.124,0.435,0.411,0.433,Descendo,0.251,Descendo,0.0,11.919,1.06694,1.11365,-0.04671,7.167,False,False,1.18868,0.74434,-4.676
Vendido,SOLUSDT,217.95,218.76,217.89,217.94,217.803,213.794,3.941,5.892,4.009,48.172,-0.146,0.435,0.353,0.377,Descendo,0.242,Descendo,0.0,12.871,0.96486,1.09509,-0.13023,21.771,False,False,1.18868,0.74434,-4.676
Vendido,SOLUSDT,217.69,218.76,217.65,217.67,217.764,213.787,3.934,5.891,3.977,39.595,-0.155,0.435,0.297,0.339,Descendo,0.235,Descendo,0.0,10.227,0.92528,1.08789,-0.16262,27.434,False,False,1.18868,0.76698,-4.676
Vendido,SOLUSDT,217.33,218.76,217.34,217.34,217.717,213.779,3.926,5.891,3.938,32.519,-0.177,0.435,0.259,0.291,Descendo,0.226,Descendo,0.0,13.924,0.82736,1.07009,-0.24273,41.442,False,False,1.18868,0.80377,-4.676
Vendido,SOLUSDT,216.97,218.76,216.77,216.97,217.664,213.77,3.918,5.891,3.895,27.091,-0.189,0.435,0.211,0.239,Descendo,0.217,Descendo,0.0,18.137,0.78153,1.06176,-0.28023,47.999,False,False,1.18868,0.85,-4.676
Vendido,SOLUSDT,217.39,218.76,216.77,217.42,217.729,213.781,3.928,5.891,3.948,33.992,-0.171,0.435,0.159,0.303,Subindo,0.228,Subindo,26.946,0.0,0.85653,1.07539,-0.21887,37.269,False,False,1.18868,0.85,-4.676
Vendido,SOLUSDT,217.17,217.72,216.83,217.18,217.906,214.013,3.832,5.87,3.893,29.704,-0.231,0.435,0.223,0.207,Descendo,0.237,Subindo,0.0,31.604,0.58419,0.98019,-0.39601,0.576,False,False,1.03906,0.89464,-12.587
Vendido,SOLUSDT,216.95,217.72,216.83,216.95,217.873,214.007,3.827,5.87,3.866,25.374,-0.239,0.435,0.127,0.174,Descendo,0.232,Descendo,0.0,15.862,0.55086,0.97413,-0.42328,0.685,False,False,1.03906,0.901,-12.587
Vendido,SOLUSDT,216.8,217.72,216.76,216.8,217.851,214.003,3.824,5.87,3.848,23.171,-0.242,0.435,0.094,0.153,Descendo,0.228,Descendo,0.0,12.295,0.53419,0.9711,-0.43692,0.739,False,False,1.03906,0.901,-12.587
Vendido,SOLUSDT,216.74,217.72,216.54,216.74,217.843,214.002,3.823,5.87,3.841,22.393,-0.248,0.435,0.073,0.144,Descendo,0.226,Descendo,0.0,5.607,0.50502,0.9658,-0.46078,0.834,False,False,1.03906,0.92098,-12.587
Vendido,SOLUSDT,216.66,217.72,216.54,216.66,217.831,214.0,3.821,5.87,3.831,21.434,-0.25,0.435,0.064,0.133,Descendo,0.224,Descendo,0.0,7.921,0.49252,0.96353,-0.47101,0.875,False,False,1.03906,0.92098,-12.587
Vendido,SOLUSDT,216.47,217.72,216.42,216.47,217.804,213.995,3.818,5.87,3.809,19.455,-0.262,0.435,0.053,0.106,Descendo,0.22,Descendo,0.0,20.43,0.44669,0.95519,-0.50851,1.024,False,False,1.03906,0.93188,-12.587
Vendido,SOLUSDT,216.49,217.72,216.31,216.45,217.801,213.995,3.818,5.87,3.807,19.267,-0.261,0.435,0.026,0.103,Descendo,0.219,Descendo,0.0,2.703,0.46961,0.95936,-0.48976,0.949,False,False,1.03906,0.94187,-12.587
Vendido,SOLUSDT,216.18,217.72,216.15,216.18,217.763,213.988,3.814,5.869,3.775,17.051,-0.274,0.435,0.023,0.064,Descendo,0.212,Descendo,0.0,37.5,0.38836,0.94459,-0.55623,1.214,False,False,1.03906,0.9564,-12.587
Vendido,SOLUSDT,215.82,217.72,215.68,215.82,217.711,213.979,3.809,5.869,3.732,14.784,-0.291,0.435,-0.016,0.013,Descendo,0.203,Descendo,0.0,80.0,0.31544,0.93133,-0.61589,1.451,False,False,1.03906,0.99909,-12.587
Vendido,SOLUSDT,215.77,217.72,215.68,215.77,217.704,213.978,3.808,5.869,3.727,14.516,-0.295,0.435,-0.067,0.006,Descendo,0.202,Descendo,0.0,55.556,0.30086,0.92868,-0.62782,1.499,False,False,1.03906,0.99909,-12.587
Vendido,SOLUSDT,216.08,216.03,215.62,216.02,217.509,214.224,3.595,5.839,3.284,27.354,-0.404,0.435,-0.074,-0.181,Descendo,0.249,Subindo,0.0,3275.0,0.06062,0.76868,-0.70806,0.107,False,False,0.70593,1.1178,-32.06
Vendido,SOLUSDT,215.76,216.42,215.62,215.78,217.474,214.218,3.592,5.839,3.256,18.702,-0.421,0.435,-0.261,-0.216,Descendo,0.243,Descendo,0.0,18.898,-0.01438,0.75504,-0.76943,0.203,False,False,0.73124,1.1178,-29.625
Vendido,SOLUSDT,215.76,216.42,215.62,215.76,217.471,214.218,3.592,5.839,3.253,17.887,-0.42,0.435,-0.296,-0.219,Descendo,0.243,Descendo,0.0,1.325,-0.01646,0.75467,-0.77113,0.205,False,False,0.73124,1.1178,-29.625
Vendido,SOLUSDT,215.51,216.42,215.44,215.51,217.436,214.212,3.59,5.839,3.224,12.923,-0.429,0.435,-0.299,-0.254,Descendo,0.237,Descendo,0.0,16.34,-0.06646,0.74557,-0.81204,0.269,False,False,0.73124,1.13351,-29.625
Vendido,SOLUSDT,215.57,216.42,215.23,215.54,217.44,214.212,3.59,5.839,3.227,13.114,-0.431,0.435,-0.334,-0.25,Subindo,0.237,Subindo,1.685,0.0,-0.06438,0.74595,-0.81033,0.267,False,False,0.73124,1.15183,-29.625
Vendido,SOLUSDT,215.21,216.42,215.23,215.23,217.396,214.205,3.587,5.839,3.191,11.38,-0.446,0.435,-0.33,-0.294,Descendo,0.23,Descendo,0.0,17.714,-0.1373,0.7327,-0.86999,0.36,False,False,0.73124,1.1562,-29.625
Vendido,SOLUSDT,215.44,216.42,215.14,215.44,217.426,214.21,3.589,5.839,3.216,12.499,-0.435,0.435,-0.374,-0.264,Subindo,0.235,Subindo,10.194,0.0,-0.08105,0.74292,-0.82397,0.288,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,215.71,216.42,215.14,215.73,217.467,214.217,3.592,5.839,3.25,16.634,-0.426,0.435,-0.344,-0.223,Subindo,0.242,Subindo,15.676,0.0,-0.0498,0.74861,-0.7984,0.248,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,215.84,216.42,215.14,215.84,217.483,214.22,3.593,5.839,3.263,21.053,-0.418,0.435,-0.303,-0.207,Subindo,0.245,Subindo,7.051,0.0,-0.01021,0.7558,-0.76602,0.197,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,216.0,216.42,215.14,216.01,217.507,214.224,3.595,5.839,3.283,27.031,-0.408,0.435,-0.287,-0.183,Subindo,0.249,Subindo,11.724,0.0,0.0377,0.76451,-0.72681,0.136,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,216.27,216.42,215.14,216.27,217.544,214.231,3.599,5.839,3.314,34.604,-0.396,0.435,-0.263,-0.146,Subindo,0.255,Subindo,20.312,0.0,0.0877,0.77361,-0.6859,0.072,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,216.24,216.42,215.14,216.23,217.539,214.23,3.598,5.839,3.309,33.543,-0.399,0.435,-0.226,-0.151,Descendo,0.255,Descendo,0.0,3.922,0.07729,0.77171,-0.69443,0.085,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,216.14,216.42,215.14,216.14,217.526,214.228,3.597,5.839,3.298,31.025,-0.403,0.435,-0.231,-0.164,Descendo,0.252,Descendo,0.0,8.491,0.06062,0.76868,-0.70806,0.107,False,False,0.73124,1.15969,-29.625
Vendido,SOLUSDT,216.28,216.28,216.13,216.28,217.224,214.447,3.442,5.8,2.777,36.258,-0.593,0.435,-0.244,-0.306,Descendo,0.219,Descendo,0.0,86.087,-0.03777,0.62329,-0.66107,-0.057,False,False,0.74143,1.14691,1.394
Vendido,SOLUSDT,216.13,216.29,216.13,216.13,217.203,214.444,3.44,5.8,2.759,31.109,-0.6,0.435,-0.386,-0.327,Descendo,0.215,Descendo,0.0,7.009,-0.06902,0.61761,-0.68663,-0.021,False,False,0.74143,1.14691,1.394
Vendido,SOLUSDT,216.09,216.29,216.03,216.08,217.196,214.442,3.439,5.8,2.753,30.191,-0.602,0.435,-0.407,-0.334,Descendo,0.214,Descendo,0.0,2.183,-0.07944,0.61572,-0.69516,-0.009,False,False,0.74143,1.15671,1.394
Vendido,SOLUSDT,216.08,216.29,216.0,216.07,217.194,214.442,3.439,5.8,2.752,30.013,-0.606,0.435,-0.414,-0.336,Descendo,0.214,Descendo,0.0,0.427,-0.09611,0.61269,-0.70879,0.011,False,False,0.74143,1.15965,1.394
Vendido,SOLUSDT,215.88,216.29,215.89,215.89,217.169,214.438,3.437,5.8,2.731,27.145,-0.612,0.435,-0.416,-0.361,Descendo,0.209,Descendo,0.0,7.66,-0.12111,0.60814,-0.72925,0.04,False,False,0.74143,1.1714,1.394
Vendido,SOLUSDT,215.57,216.29,215.59,215.59,217.126,214.43,3.434,5.8,2.696,23.415,-0.629,0.435,-0.441,-0.404,Descendo,0.202,Descendo,0.0,11.858,-0.21277,0.59147,-0.80425,0.147,False,False,0.74143,1.2145,1.394
Vendido,SOLUSDT,214.44,214.66,214.22,214.41,216.336,214.571,3.24,5.752,1.765,18.869,-0.882,0.434,-0.484,-0.604,Descendo,0.173,Descendo,0.0,49.47,-0.69177,0.32252,-1.01429,0.014,False,False,0.56947,1.32084,-23.193
Vendido,SOLUSDT,214.22,214.69,214.18,214.22,216.309,214.566,3.241,5.752,1.743,14.247,-0.894,0.434,-0.684,-0.631,Descendo,0.168,Descendo,0.0,4.492,-0.75011,0.31191,-1.06202,0.062,False,False,0.57221,1.3245,-22.823
Vendido,SOLUSDT,214.0,214.69,213.89,213.98,216.274,214.56,3.242,5.752,1.714,12.948,-0.903,0.434,-0.711,-0.666,Descendo,0.163,Descendo,0.0,5.43,-0.79177,0.30433,-1.09611,0.096,False,False,0.57221,1.35101,-22.823
Vendido,SOLUSDT,214.22,214.69,213.89,214.22,216.309,214.566,3.241,5.752,1.743,14.247,-0.894,0.434,-0.746,-0.631,Subindo,0.168,Subindo,5.15,0.0,-0.75219,0.31153,-1.06372,0.063,False,False,0.57221,1.35101,-22.823
Vendido,SOLUSDT,214.13,214.69,213.89,214.08,216.289,214.562,3.241,5.752,1.726,13.46,-0.896,0.434,-0.711,-0.651,Descendo,0.165,Descendo,0.0,3.167,-0.74386,0.31305,-1.0569,0.057,False,False,0.57221,1.35101,-22.823
Vendido,SOLUSDT,214.73,214.89,213.89,214.75,216.384,214.579,3.24,5.752,1.805,28.783,-0.874,0.434,-0.731,-0.556,Subindo,0.182,Subindo,14.693,0.0,-0.66261,0.32782,-0.99043,-0.01,False,False,0.59049,1.35101,-20.357
Vendido,SOLUSDT,214.59,214.94,213.89,214.6,216.363,214.576,3.24,5.752,1.787,24.725,-0.88,0.434,-0.636,-0.577,Descendo,0.178,Descendo,0.0,3.856,-0.68969,0.3229,-1.01258,0.012,False,False,0.59506,1.35101,-19.741
Vendido,SOLUSDT,214.92,214.97,213.89,214.92,216.409,214.584,3.241,5.752,1.825,32.884,-0.855,0.434,-0.657,-0.531,Subindo,0.186,Subindo,7.921,0.0,-0.58136,0.34259,-0.92395,-0.076,False,False,0.60512,1.35101,-18.385
Vendido,SOLUSDT,214.92,215.2,213.89,214.89,216.404,214.583,3.241,5.752,1.822,32.195,-0.851,0.434,-0.611,-0.536,Descendo,0.185,Descendo,0.0,0.806,-0.55011,0.34827,-0.89838,-0.102,False,False,0.62066,1.35101,-16.289
Vendido,SOLUSDT,214.99,215.29,213.89,214.99,216.419,214.585,3.241,5.752,1.833,34.439,-0.856,0.434,-0.616,-0.521,Subindo,0.188,Subindo,2.667,0.0,-0.58344,0.34221,-0.92565,-0.075,False,False,0.62706,1.35101,-15.426
Vendido,SOLUSDT,215.21,215.29,213.89,215.21,216.45,214.591,3.242,5.752,1.859,38.887,-0.841,0.434,-0.601,-0.49,Subindo,0.193,Subindo,6.027,0.0,-0.52094,0.35358,-0.87452,-0.126,False,False,0.63163,1.35101,-14.81
Vendido,SOLUSDT,215.12,215.24,215.1,215.14,215.987,214.804,2.974,5.695,1.183,37.702,-0.948,0.433,-0.57,-0.466,Subindo,0.213,Subindo,4.956,0.0,-0.61302,0.17473,-0.78776,-0.116,False,False,0.56,1.28,-11.34
Vendido,SOLUSDT,215.4,215.4,215.02,215.39,216.023,214.81,2.975,5.695,1.213,43.424,-0.938,0.433,-0.546,-0.43,Subindo,0.219,Subindo,7.669,0.0,-0.55677,0.18496,-0.74173,-0.168,False,False,0.57488,1.28093,-8.984
Vendido,SOLUSDT,215.3,215.4,215.02,215.28,216.007,214.807,2.975,5.695,1.2,40.627,-0.941,0.433,-0.51,-0.446,Descendo,0.216,Descendo,0.0,3.654,-0.56094,0.1842,-0.74514,-0.164,False,False,0.57488,1.28093,-8.984
Vendido,SOLUSDT,214.71,215.4,214.59,214.69,215.923,214.793,2.974,5.695,1.13,31.453,-0.969,0.433,-0.526,-0.53,Descendo,0.201,Descendo,0.0,18.91,-0.69844,0.1592,-0.85764,-0.038,False,False,0.57488,1.32093,-8.984
Vendido,SOLUSDT,214.58,215.4,214.49,214.59,215.909,214.79,2.974,5.695,1.118,30.335,-0.971,0.433,-0.61,-0.544,Descendo,0.199,Descendo,0.0,2.695,-0.69427,0.15996,-0.85423,-0.042,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,214.99,215.4,214.49,214.92,215.956,214.798,2.974,5.695,1.157,34.364,-0.959,0.433,-0.624,-0.497,Subindo,0.207,Subindo,8.661,0.0,-0.65261,0.16754,-0.82014,-0.08,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,215.15,215.4,214.49,215.14,215.987,214.804,2.974,5.695,1.183,37.702,-0.949,0.433,-0.577,-0.466,Subindo,0.213,Subindo,6.322,0.0,-0.59844,0.17738,-0.77582,-0.13,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,214.95,215.4,214.49,214.95,215.96,214.799,2.974,5.695,1.161,34.784,-0.96,0.433,-0.546,-0.493,Descendo,0.208,Descendo,0.0,5.828,-0.63386,0.17094,-0.8048,-0.097,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,214.94,215.4,214.49,214.94,215.959,214.799,2.974,5.695,1.16,34.643,-0.957,0.433,-0.573,-0.494,Descendo,0.208,Descendo,0.0,0.29,-0.63802,0.17019,-0.80821,-0.093,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,215.22,215.4,214.49,215.2,215.996,214.806,2.974,5.695,1.19,38.728,-0.943,0.433,-0.574,-0.457,Subindo,0.214,Subindo,7.514,0.0,-0.56927,0.18269,-0.75196,-0.157,False,False,0.57488,1.33023,-8.984
Vendido,SOLUSDT,215.39,215.4,214.49,215.4,216.024,214.81,2.975,5.695,1.214,43.665,-0.931,0.433,-0.537,-0.429,Subindo,0.219,Subindo,6.25,0.0,-0.51511,0.19254,-0.70764,-0.206,False,False,0.58419,1.33023,-7.511
Vendido,SOLUSDT,215.43,215.67,214.49,215.41,216.026,214.811,2.975,5.695,1.215,43.905,-0.933,0.433,-0.509,-0.427,Subindo,0.219,Subindo,0.333,0.0,-0.53386,0.18913,-0.72298,-0.189,False,False,0.6,1.33023,-5.007
Vendido,SOLUSDT,215.46,215.67,214.49,215.45,216.031,214.812,2.975,5.695,1.22,44.842,-0.931,0.433,-0.507,-0.421,Subindo,0.22,Subindo,1.338,0.0,-0.51927,0.19178,-0.71105,-0.202,False,False,0.6,1.33023,-5.007
Vendido,SOLUSDT,215.76,215.79,215.47,215.74,215.684,215.057,2.608,5.626,0.627,53.072,-0.851,0.432,-0.501,-0.351,Subindo,0.245,Subindo,16.61,0.0,-0.43035,0.07866,-0.50901,-0.284,False,False,0.703,1.13,17.167
Vendido,SOLUSDT,215.85,215.95,215.47,215.86,215.701,215.06,2.609,5.626,0.641,55.892,-0.844,0.432,-0.431,-0.334,Subindo,0.248,Subindo,4.878,0.0,-0.40326,0.08359,-0.48685,-0.315,False,False,0.719,1.13,19.833
Vendido,SOLUSDT,215.75,216.08,215.47,215.75,215.686,215.057,2.608,5.626,0.628,53.32,-0.853,0.432,-0.414,-0.35,Descendo,0.245,Descendo,0.0,4.701,-0.44701,0.07563,-0.52265,-0.265,False,False,0.732,1.13,22.0
Vendido,SOLUSDT,215.53,216.08,215.43,215.48,215.647,215.051,2.606,5.626,0.596,45.524,-0.858,0.432,-0.43,-0.389,Descendo,0.238,Descendo,0.0,11.02,-0.47201,0.07109,-0.5431,-0.236,False,False,0.732,1.134,22.0
Vendido,SOLUSDT,215.36,216.08,215.11,215.36,215.63,215.048,2.606,5.626,0.582,42.378,-0.866,0.432,-0.469,-0.406,Descendo,0.235,Descendo,0.0,4.412,-0.49493,0.06692,-0.56185,-0.21,False,False,0.732,1.166,22.0
Vendido,SOLUSDT,215.41,216.08,215.11,215.47,215.646,215.05,2.606,5.626,0.595,45.244,-0.867,0.432,-0.486,-0.39,Subindo,0.238,Subindo,3.873,0.0,-0.50951,0.06427,-0.57378,-0.193,False,False,0.732,1.166,22.0
Vendido,SOLUSDT,215.09,216.08,215.03,215.08,215.59,215.041,2.606,5.626,0.549,36.494,-0.882,0.432,-0.47,-0.446,Descendo,0.228,Descendo,0.0,14.286,-0.55743,0.05556,-0.61299,-0.138,False,False,0.732,1.174,22.0
Vendido,SOLUSDT,215.4,216.08,214.95,215.4,215.636,215.049,2.606,5.626,0.587,43.377,-0.87,0.432,-0.526,-0.4,Subindo,0.236,Subindo,10.256,0.0,-0.52826,0.06086,-0.58912,-0.171,False,False,0.732,1.182,22.0
Vendido,SOLUSDT,214.95,216.08,214.95,214.97,215.574,215.038,2.606,5.626,0.536,34.606,-0.887,0.432,-0.48,-0.461,Descendo,0.226,Descendo,0.0,15.357,-0.57201,0.05291,-0.62492,-0.121,False,False,0.732,1.183,22.0
Vendido,SOLUSDT,214.89,216.08,214.52,214.84,215.556,215.035,2.606,5.626,0.521,32.613,-0.889,0.432,-0.541,-0.48,Descendo,0.222,Descendo,0.0,4.025,-0.61993,0.04419,-0.66412,-0.066,False,False,0.732,1.225,22.0
Vendido,SOLUSDT,214.85,216.08,214.47,214.85,215.557,215.035,2.606,5.626,0.522,32.758,-0.894,0.432,-0.56,-0.479,Subindo,0.222,Subindo,0.298,0.0,-0.63451,0.04154,-0.67606,-0.049,False,False,0.732,1.23,22.0
Vendido,SOLUSDT,215.43,216.08,214.47,215.43,215.64,215.05,2.606,5.626,0.591,44.158,-0.863,0.432,-0.559,-0.396,Subindo,0.237,Subindo,17.313,0.0,-0.47826,0.06995,-0.54822,-0.229,False,False,0.732,1.23,22.0
Vendido,SOLUSDT,215.79,216.08,214.47,215.79,215.691,215.058,2.608,5.626,0.633,54.29,-0.845,0.432,-0.476,-0.344,Subindo,0.246,Subindo,12.996,0.0,-0.39701,0.08472,-0.48174,-0.322,False,False,0.732,1.23,22.0
Vendido,SOLUSDT,215.16,215.73,215.2,215.2,215.397,215.228,2.372,5.549,0.169,37.071,-0.785,0.431,-0.424,-0.287,Subindo,0.171,Descendo,16.598,0.0,-0.49596,-0.02581,-0.47015,-0.076,False,False,0.79314,1.05821,8.352
Vendido,SOLUSDT,215.16,215.73,214.88,215.04,215.374,215.224,2.372,5.549,0.15,34.031,-0.779,0.431,-0.367,-0.31,Descendo,0.167,Descendo,0.0,7.96,-0.46054,-0.01937,-0.44117,-0.133,False,False,0.79314,1.08004,8.352
Vendido,SOLUSDT,215.53,215.73,214.88,215.58,215.451,215.238,2.372,5.549,0.214,47.054,-0.766,0.431,-0.39,-0.233,Subindo,0.18,Subindo,24.885,0.0,-0.39596,-0.00763,-0.38833,-0.237,False,False,0.79314,1.08004,8.352
