+VI,-VI
,
,
,
,
,
,
1.1808955223880588,0.980597014925373
1.1926534806062163,0.7767788338042634
1.2357615894039735,0.7147019867549667
0.9790969899665553,0.7360646599777034
1.0654715510522217,0.9360872954014036
1.2081712062256815,0.721400778210117
0.9510255336961078,0.8066136458769361
0.8309392265193374,1.0480662983425415
0.9321181646763036,1.0433689503456942
1.0077319587628868,0.9632731958762892
0.7611147976111473,1.067020570670205
0.5408653846153838,1.463141025641025
0.6344772545889855,1.406225059856345
0.6142638036809813,1.2960122699386494
0.578770008424599,1.4296545914069083
0.4553049289891373,1.4870509607351734
0.5638297872340426,1.4246453900709224
0.7919282511210765,1.2457399103139026
0.9740708729472788,0.9922212618841828
1.1601073345259385,0.854203935599285
1.4074074074074077,0.6128747795414475
1.573033707865167,0.4330164217804675
1.6151202749140885,0.3582474226804132
1.5189761694616053,0.4580759046778457
1.4715447154471546,0.5700090334236682
1.4683434518647012,0.5533391153512571
1.298811544991512,0.6400679117147701
1.1880650994575055,0.6826401446654594
1.236760124610592,0.722741433021808
1.3787878787878785,0.5833333333333344
1.4803149606299184,0.498312710911136
1.429885057471266,0.6114942528735632
1.443708609271521,0.6556291390728473
1.4006024096385532,0.6526104417670696
1.3469971401334595,0.6806482364156312
1.251391465677182,0.6985157699443398
1.1093750000000009,0.8583984374999977
0.9626639757820376,0.9818365287588288
0.8696581196581188,1.035256410256412
0.896103896103896,1.0873671782762675
0.8523409363745498,1.1320528211284553
0.7036585365853636,1.2463414634146366
0.6123234916559697,1.241335044929401
0.8045112781954872,1.261654135338347
0.7263751763046549,1.241184767277857
0.6151603498542302,1.3586005830903796
0.817365269461079,1.3038922155688608
1.0106809078771712,1.058744993324432
1.0649188514357026,1.0549313358302117
1.0078037904124852,0.8795986622073568
1.226130653266333,0.7499999999999991
1.3616473616473614,0.692406692406691
1.295482295482294,0.5885225885225879
1.1975138121546938,0.6616022099447482
1.2315112540192945,0.6704180064308632
1.1354723707664935,0.9358288770053494
0.9783693843594016,0.9900166389351076
0.920962199312713,0.9707903780068748
1.0366088631984638,1.0732177263969167
1.0763888888888935,1.0295138888888915
1.0533751962323394,0.9293563579277888
1.1853035143769948,0.769968051118213
1.299331103678926,0.7625418060200708
1.236220472440943,0.8881889763779524
0.9061624649859928,1.0126050420168071
0.8231707317073141,1.1356707317073145
0.8235294117647081,1.1717011128775812
0.7603833865814693,1.2476038338658124
0.9508716323296348,1.1204437400950862
0.9896449704142022,1.1065088757396453
1.0080971659919031,1.071524966261809
1.098750000000003,0.9875000000000008
0.9942462600690436,1.0253164556962024
1.0282167042889392,0.9875846501128684
1.124444444444445,1.058888888888889
1.2600938967136133,0.829107981220658
1.3189655172413786,0.9068965517241367
1.143459915611814,0.9029535864978904
1.2385752688172056,0.8918010752688179
1.0903686087990476,0.9137931034482764
1.0195381882770878,0.9064535227945522
0.903514376996804,0.975079872204472
0.9084967320261425,0.9135802469135784
0.9938271604938252,0.9523809523809506
0.8688372093023232,1.012093023255811
0.9578503688092722,1.0684931506849291
0.8135245901639321,1.0983606557377028
0.8316498316498311,1.1739618406285093
0.7656250000000001,1.279017857142858
0.8226495726495727,1.1955128205128225
